CDVEH;CF;MES;CAMION;CDA;CANAL
D0Z940;603;2;1;Comas;Tradicional
F1B776;589;2;1;Comas;Tradicional
B9M899;644;2;1;Comas;Tradicional
B8Q838;711;2;1;Comas;Tradicional
A4X925;719;2;1;Comas;Tradicional
A4X929;631;2;1;Comas;Tradicional
F1F920;666;2;1;Comas;Tradicional
F3C899;561;2;1;Comas;Tradicional
F6W887;596;2;1;Comas;Tradicional
A4Y875;615;2;1;Comas;Tradicional
F1F921;666;2;1;Comas;Tradicional
D0V881;816;2;1;Comas;Tradicional
F1D832;685;2;1;Comas;Tradicional
A4X938;8581;2;1;Comas;Tradicional
F4V765;510;2;1;Comas;Tradicional
F3C704;330;2;0;Comas;Tradicional
F3C704;564;2;1;Comas;Tradicional
F3C704;350;2;0;Comas;Tradicional
D9D933;588;2;1;Comas;Tradicional
ASI779;610;2;1;Comas;Tradicional
F4T834;633;2;1;Comas;Tradicional
F1A919;565;2;1;Comas;Tradicional
ASI712;651;2;1;Comas;Tradicional
F4T831;575;2;1;Comas;Tradicional
F3C900;553;2;1;Comas;Tradicional
ASI750;600;2;1;Comas;Tradicional
F3C912;689;2;1;Comas;Tradicional
B9S741;467;2;1;Comas;Tradicional
B9S741;347;2;0;Comas;Tradicional
B9S741;466;2;0;Comas;Tradicional
B7Y838;590;2;1;Comas;Tradicional
F4U933;660;2;1;Comas;Tradicional
ASI776;631;2;1;Comas;Tradicional
ASI837;577;2;1;Comas;Tradicional
F2X797;630;2;1;Comas;Tradicional
F4S910;695;2;1;Comas;Tradicional
F1B791;676;2;1;Comas;Tradicional
F4S824;613;2;1;Comas;Tradicional
F1B800;651;2;1;Comas;Tradicional
F4S925;625;2;1;Comas;Tradicional
F1G758;433;2;0;Comas;Tradicional
F1G758;650;2;1;Comas;Tradicional
F1G758;444;2;0;Comas;Tradicional
B9F887;552;2;1;Comas;Tradicional
F4T749;703;2;1;Comas;Tradicional
D6E758;708;2;1;Comas;Tradicional
D4K756;663;2;1;Comas;Tradicional
F1G756;658;2;1;Comas;Tradicional
F1G701;681;2;1;Comas;Tradicional
D4Q705;711;2;1;Comas;Tradicional
F4S843;617;2;1;Comas;Tradicional
F1D845;635;2;1;Comas;Tradicional
ASE867;648;2;1;Comas;Tradicional
ASB766;652;2;1;Comas;Tradicional
D0V717;692;2;1;Comas;Tradicional
D0Y713;696;2;1;Comas;Tradicional
ASB839;698;2;1;Comas;Tradicional
F3R889;552;2;1;Comas;Tradicional
D0Z946;613;2;1;Comas;Tradicional
F5I947;444;2;1;Comas;Tradicional
F1D843;465;2;0;Comas;Tradicional
F1D843;613;2;0;Comas;Tradicional
F1D843;562;2;1;Comas;Tradicional
F1C802;757;2;1;Comas;Tradicional
D0Z754;763;2;1;Comas;Tradicional
C8Y839;607;2;1;Comas;Tradicional
Y1C805;597;2;1;Comas;Tradicional
A4Y877;611;2;1;Comas;Tradicional
B9F890;718;2;1;Comas;Tradicional
F1B795;652;2;1;Comas;Tradicional
A4Y858;661;2;1;Comas;Tradicional
B8Q838;620;2;1;Comas;Tradicional
A4X925;600;2;1;Comas;Tradicional
A4X929;641;2;1;Comas;Tradicional
F1F920;737;2;1;Comas;Tradicional
F3C899;625;2;1;Comas;Tradicional
F6W887;612;2;1;Comas;Tradicional
A4Y875;575;2;1;Comas;Tradicional
F1F921;584;2;1;Comas;Tradicional
D0V881;588;2;1;Comas;Tradicional
B4O725;609;2;1;Comas;Tradicional
A4X938;1;2;0;Comas;NULO
A4X938;2;2;1;Comas;NULO
A4X938;1;2;0;Comas;NULO
A4X938;1;2;0;Comas;NULO
F4V765;563;2;1;Comas;Tradicional
F3C704;682;2;1;Comas;Tradicional
F3C704;529;2;0;Comas;Tradicional
F3C704;650;2;0;Comas;Tradicional
D9D933;571;2;1;Comas;Tradicional
ASI779;659;2;1;Comas;Tradicional
F4T834;581;2;1;Comas;Tradicional
F1A919;570;2;1;Comas;Tradicional
ASI712;696;2;1;Comas;Tradicional
F4T831;604;2;1;Comas;Tradicional
F3C900;588;2;1;Comas;Tradicional
ASI750;564;2;1;Comas;Tradicional
F3C912;559;2;1;Comas;Tradicional
B9S741;395;2;0;Comas;Tradicional
B9S741;411;2;0;Comas;Tradicional
B9S741;870;2;1;Comas;Tradicional
B7Y838;549;2;1;Comas;Tradicional
F4U933;618;2;1;Comas;Tradicional
F1A918;530;2;1;Comas;Tradicional
ASI837;662;2;1;Comas;Tradicional
F2X797;575;2;1;Comas;Tradicional
F4S910;622;2;1;Comas;Tradicional
F1B791;630;2;1;Comas;Tradicional
F4S824;626;2;1;Comas;Tradicional
F1B800;618;2;1;Comas;Tradicional
F4S925;516;2;1;Comas;Tradicional
F1G758;437;2;0;Comas;Tradicional
F1G758;473;2;0;Comas;Tradicional
F1G758;885;2;1;Comas;Tradicional
B9F887;562;2;1;Comas;Tradicional
F4T749;631;2;1;Comas;Tradicional
D6E758;619;2;1;Comas;Tradicional
D4K756;682;2;1;Comas;Tradicional
F1G756;730;2;1;Comas;Tradicional
F1G701;611;2;1;Comas;Tradicional
D4Q705;637;2;1;Comas;Tradicional
F4S843;695;2;1;Comas;Tradicional
F1D845;728;2;1;Comas;Tradicional
F1D845;429;2;0;Comas;Tradicional
ASE867;730;2;1;Comas;Tradicional
ASB766;660;2;1;Comas;Tradicional
F1F947;562;2;1;Comas;Tradicional
D0Y713;550;2;1;Comas;Tradicional
ASB839;613;2;1;Comas;Tradicional
F3R889;629;2;1;Comas;Tradicional
D0Z946;720;2;1;Comas;Tradicional
F5I947;683;2;1;Comas;Tradicional
F1B793;682;2;1;Comas;Tradicional
F1D843;945;2;1;Comas;Tradicional
F1D843;635;2;0;Comas;Tradicional
F1D843;430;2;0;Comas;Tradicional
F1C802;633;2;1;Comas;Tradicional
D0Z754;590;2;0;Comas;Tradicional
D0Z754;628;2;1;Comas;Tradicional
C8Y839;588;2;1;Comas;Tradicional
F1B868;566;2;1;Comas;Tradicional
Y1C805;668;2;1;Comas;Tradicional
A4Y877;576;2;1;Comas;Tradicional
B9F890;594;2;1;Comas;Tradicional
F1B795;572;2;1;Comas;Tradicional
A4Y858;570;2;1;Comas;Tradicional
D0Z940;595;2;1;Comas;Tradicional
F1B776;544;2;1;Comas;Tradicional
B9M899;560;2;1;Comas;Tradicional
B8Q838;642;2;1;Comas;Tradicional
A4X925;566;2;1;Comas;Tradicional
A4X929;559;2;1;Comas;Tradicional
F1F920;611;2;1;Comas;Tradicional
F3C899;580;2;1;Comas;Tradicional
F6W887;568;2;1;Comas;Tradicional
A4Y875;549;2;1;Comas;Tradicional
B4O725;602;2;1;Comas;Tradicional
D0V881;693;2;1;Comas;Tradicional
F1F929;609;2;1;Comas;Tradicional
A4X938;15;2;1;Comas;NULO
A4X938;10;2;0;Comas;NULO
F4V765;598;2;1;Comas;Tradicional
F3C704;536;2;1;Comas;Tradicional
F3C704;480;2;0;Comas;Tradicional
D9D933;634;2;1;Comas;Tradicional
ASI779;704;2;1;Comas;Tradicional
F4T834;575;2;1;Comas;Tradicional
F1A919;605;2;1;Comas;Tradicional
ASI712;561;2;1;Comas;Tradicional
F4T831;661;2;1;Comas;Tradicional
F3C900;665;2;1;Comas;Tradicional
ASI750;719;2;1;Comas;Tradicional
F3C912;712;2;1;Comas;Tradicional
B9S741;439;2;0;Comas;Tradicional
B9S741;474;2;1;Comas;Tradicional
B7Y838;642;2;1;Comas;Tradicional
F4U933;627;2;1;Comas;Tradicional
ASI776;614;2;1;Comas;Tradicional
ASI837;564;2;1;Comas;Tradicional
F2X797;704;2;1;Comas;Tradicional
F4S910;633;2;1;Comas;Tradicional
F1B791;603;2;1;Comas;Tradicional
F4S824;631;2;1;Comas;Tradicional
F1B800;594;2;1;Comas;Tradicional
F4S925;655;2;1;Comas;Tradicional
F1G758;643;2;0;Comas;Tradicional
F1G758;693;2;1;Comas;Tradicional
F1G758;506;2;0;Comas;Tradicional
B9F887;625;2;1;Comas;Tradicional
F4T749;756;2;1;Comas;Tradicional
D6E758;697;2;1;Comas;Tradicional
D4K756;590;2;1;Comas;Tradicional
F1G756;624;2;1;Comas;Tradicional
F1G701;676;2;1;Comas;Tradicional
D4Q705;699;2;1;Comas;Tradicional
F4S843;667;2;1;Comas;Tradicional
ASE867;641;2;1;Comas;Tradicional
ASB766;610;2;1;Comas;Tradicional
D0V717;576;2;1;Comas;Tradicional
D0Y713;709;2;1;Comas;Tradicional
ASB839;570;2;1;Comas;Tradicional
F3R889;589;2;1;Comas;Tradicional
D0Z946;641;2;1;Comas;Tradicional
F5I947;736;2;1;Comas;Tradicional
F1B793;594;2;1;Comas;Tradicional
F1D843;415;2;1;Comas;Tradicional
F1D843;396;2;0;Comas;Tradicional
F1D843;463;2;0;Comas;Tradicional
F1C802;829;2;1;Comas;Tradicional
D0Z754;564;2;1;Comas;Tradicional
C8Y839;614;2;1;Comas;Tradicional
Y1C805;679;2;1;Comas;Tradicional
A4Y877;692;2;1;Comas;Tradicional
B9F890;684;2;1;Comas;Tradicional
F1B795;644;2;1;Comas;Tradicional
A4Y858;629;2;1;Comas;Tradicional
D0Z940;623;2;1;Comas;Tradicional
F1B776;670;2;1;Comas;Tradicional
F1D832;601;2;1;Comas;Tradicional
B9M899;526;2;1;Comas;Tradicional
B8Q838;473;2;1;Comas;Tradicional
A4X925;641;2;1;Comas;Tradicional
A4X929;565;2;1;Comas;Tradicional
F1F920;626;2;1;Comas;Tradicional
F3C899;631;2;1;Comas;Tradicional
F6W887;518;2;1;Comas;Tradicional
A4Y875;596;2;1;Comas;Tradicional
F1F921;589;2;1;Comas;Tradicional
D0V881;616;2;1;Comas;Tradicional
F1F929;790;2;1;Comas;Tradicional
F4V765;508;3;1;Comas;Tradicional
F3C704;509;3;0;Comas;Tradicional
F3C704;446;3;0;Comas;Tradicional
F3C704;1120;3;1;Comas;Tradicional
D9D933;584;3;1;Comas;Tradicional
ASI779;613;3;1;Comas;Tradicional
F4T834;577;3;1;Comas;Tradicional
F1A919;603;3;1;Comas;Tradicional
ASI712;634;3;1;Comas;Tradicional
F4T831;531;3;1;Comas;Tradicional
F3C900;547;3;1;Comas;Tradicional
ASI750;587;3;1;Comas;Tradicional
F3C912;567;3;1;Comas;Tradicional
B9S741;397;3;0;Comas;Tradicional
B9S741;567;3;1;Comas;Tradicional
B7Y838;550;3;1;Comas;Tradicional
F4U933;549;3;1;Comas;Tradicional
ASI776;550;3;1;Comas;Tradicional
ASI837;561;3;1;Comas;Tradicional
F2X797;568;3;1;Comas;Tradicional
F4S910;529;3;1;Comas;Tradicional
F1B791;620;3;1;Comas;Tradicional
F4S824;558;3;1;Comas;Tradicional
F4S925;524;3;1;Comas;Tradicional
B9F887;611;3;1;Comas;Tradicional
F4T749;621;3;1;Comas;Tradicional
D6E758;644;3;1;Comas;Tradicional
F1G756;653;3;1;Comas;Tradicional
D4Q705;658;3;1;Comas;Tradicional
F4S843;577;3;1;Comas;Tradicional
ASE867;662;3;1;Comas;Tradicional
ASB766;619;3;1;Comas;Tradicional
D0V717;540;3;1;Comas;Tradicional
F1F947;551;3;1;Comas;Tradicional
ASB839;597;3;1;Comas;Tradicional
F3R889;579;3;1;Comas;Tradicional
D0Z946;704;3;1;Comas;Tradicional
F5I947;545;3;1;Comas;Tradicional
F1B793;640;3;1;Comas;Tradicional
F1D843;405;3;0;Comas;Tradicional
F1D843;429;3;1;Comas;Tradicional
F1C802;543;3;1;Comas;Tradicional
D0Z754;723;3;1;Comas;Tradicional
C8Y839;554;3;1;Comas;Tradicional
Y1C805;632;3;1;Comas;Tradicional
F1B795;530;3;1;Comas;Tradicional
D0Z940;590;3;1;Comas;Tradicional
F1B776;544;3;1;Comas;Tradicional
B9M899;604;3;1;Comas;Tradicional
A4X925;557;3;1;Comas;Tradicional
F1F920;585;3;1;Comas;Tradicional
F3C899;503;3;1;Comas;Tradicional
F6W887;549;3;1;Comas;Tradicional
F1F921;603;3;1;Comas;Tradicional
A4X938;1;3;0;Comas;NULO
A4X938;2;3;1;Comas;NULO
F4V765;575;3;1;Comas;Tradicional
F3C704;699;3;1;Comas;Tradicional
F3C704;535;3;0;Comas;Tradicional
F3C704;579;3;0;Comas;Tradicional
D9D933;580;3;1;Comas;Tradicional
ASI779;679;3;1;Comas;Tradicional
F4T834;685;3;1;Comas;Tradicional
F1A919;623;3;1;Comas;Tradicional
ASI712;594;3;1;Comas;Tradicional
F4T831;613;3;1;Comas;Tradicional
F3C900;611;3;1;Comas;Tradicional
ASI750;675;3;1;Comas;Tradicional
F3C912;630;3;1;Comas;Tradicional
B9S741;541;3;1;Comas;Tradicional
B9S741;447;3;0;Comas;Tradicional
B9S741;412;3;0;Comas;Tradicional
B7Y838;600;3;1;Comas;Tradicional
F4U933;557;3;1;Comas;Tradicional
ASI776;671;3;1;Comas;Tradicional
ASI837;518;3;1;Comas;Tradicional
F2X797;648;3;1;Comas;Tradicional
F4S910;666;3;1;Comas;Tradicional
F1B791;617;3;1;Comas;Tradicional
F4S824;639;3;1;Comas;Tradicional
F1B800;598;3;1;Comas;Tradicional
F4S925;616;3;1;Comas;Tradicional
F1G758;476;3;0;Comas;Tradicional
F1G758;570;3;1;Comas;Tradicional
F1G758;529;3;0;Comas;Tradicional
B9F887;628;3;1;Comas;Tradicional
F4T749;650;3;1;Comas;Tradicional
D6E758;666;3;1;Comas;Tradicional
F1G756;707;3;1;Comas;Tradicional
F1G701;729;3;1;Comas;Tradicional
D4Q705;629;3;1;Comas;Tradicional
F4S843;700;3;1;Comas;Tradicional
F1D845;507;3;1;Comas;Tradicional
ASE867;702;3;1;Comas;Tradicional
ASB766;634;3;1;Comas;Tradicional
D0V717;653;3;1;Comas;Tradicional
D0Y713;752;3;1;Comas;Tradicional
ASB839;586;3;1;Comas;Tradicional
F3R889;637;3;1;Comas;Tradicional
D0Z946;575;3;1;Comas;Tradicional
F5I947;727;3;1;Comas;Tradicional
F1B793;596;3;1;Comas;Tradicional
F1D843;530;3;0;Comas;Tradicional
F1D843;660;3;1;Comas;Tradicional
F1D843;466;3;0;Comas;Tradicional
D0Z754;808;3;1;Comas;Tradicional
C8Y839;532;3;1;Comas;Tradicional
Y1C805;602;3;1;Comas;Tradicional
A4Y877;617;3;1;Comas;Tradicional
B9F890;806;3;1;Comas;Tradicional
F1B795;687;3;1;Comas;Tradicional
A4Y858;648;3;1;Comas;Tradicional
D0Z940;667;3;1;Comas;Tradicional
F1B776;580;3;1;Comas;Tradicional
B9M899;539;3;1;Comas;Tradicional
B8Q838;612;3;1;Comas;Tradicional
A4X925;621;3;1;Comas;Tradicional
F1A918;635;3;1;Comas;Tradicional
F1F920;550;3;1;Comas;Tradicional
F3C899;585;3;1;Comas;Tradicional
F6W887;645;3;1;Comas;Tradicional
A4Y875;574;3;1;Comas;Tradicional
F1F921;593;3;1;Comas;Tradicional
D0V881;653;3;1;Comas;Tradicional
A4X929;561;3;1;Comas;Tradicional
F4V765;582;3;1;Comas;Tradicional
D9D933;583;3;1;Comas;Tradicional
ASI779;617;3;1;Comas;Tradicional
F4T834;613;3;1;Comas;Tradicional
F1A919;590;3;1;Comas;Tradicional
ASI712;620;3;1;Comas;Tradicional
F4T831;646;3;1;Comas;Tradicional
F3C900;550;3;1;Comas;Tradicional
ASI750;670;3;1;Comas;Tradicional
F3C912;556;3;1;Comas;Tradicional
B9S741;465;3;0;Comas;Tradicional
B9S741;479;3;0;Comas;Tradicional
B9S741;557;3;1;Comas;Tradicional
B7Y838;604;3;1;Comas;Tradicional
D0Y713;566;3;1;Comas;Tradicional
ASI776;549;3;1;Comas;Tradicional
ASI837;580;3;1;Comas;Tradicional
F2X797;535;3;1;Comas;Tradicional
F4S910;515;3;1;Comas;Tradicional
F1B791;634;3;1;Comas;Tradicional
F4S824;523;3;1;Comas;Tradicional
F1B800;605;3;1;Comas;Tradicional
F4S925;550;3;1;Comas;Tradicional
F1G758;461;3;0;Comas;Tradicional
F1G758;546;3;1;Comas;Tradicional
B9F887;580;3;1;Comas;Tradicional
F4T749;651;3;1;Comas;Tradicional
D6E758;630;3;1;Comas;Tradicional
D4K756;628;3;1;Comas;Tradicional
F1G756;683;3;1;Comas;Tradicional
F1G701;636;3;1;Comas;Tradicional
D4Q705;597;3;1;Comas;Tradicional
F4S843;597;3;1;Comas;Tradicional
ASE867;659;3;1;Comas;Tradicional
ASB766;689;3;1;Comas;Tradicional
D0V717;521;3;1;Comas;Tradicional
ASB839;666;3;1;Comas;Tradicional
F3R889;608;3;1;Comas;Tradicional
D0Z946;725;3;1;Comas;Tradicional
F5I947;612;3;1;Comas;Tradicional
F1B793;541;3;1;Comas;Tradicional
F1D843;665;3;0;Comas;Tradicional
F1D843;404;3;0;Comas;Tradicional
F1D843;717;3;1;Comas;Tradicional
D0Z754;585;3;1;Comas;Tradicional
B4O725;622;3;1;Comas;Tradicional
F1D845;715;3;1;Comas;Tradicional
C8Y839;592;3;1;Comas;Tradicional
Y1C805;653;3;1;Comas;Tradicional
A4Y877;602;3;1;Comas;Tradicional
B9F890;634;3;1;Comas;Tradicional
F1B795;580;3;1;Comas;Tradicional
A4Y858;565;3;1;Comas;Tradicional
D0Z940;512;3;1;Comas;Tradicional
F1B776;559;3;1;Comas;Tradicional
B9M899;561;3;1;Comas;Tradicional
A4X925;643;3;1;Comas;Tradicional
D0V881;595;3;1;Comas;Tradicional
F1F920;634;3;1;Comas;Tradicional
F3C899;568;3;1;Comas;Tradicional
F6W887;613;3;1;Comas;Tradicional
A4Y875;604;3;1;Comas;Tradicional
F1F921;605;3;1;Comas;Tradicional
A4X929;782;3;1;Comas;Tradicional
F1F929;581;3;1;Comas;Tradicional
F1D832;550;3;1;Comas;Tradicional
A4X938;0.5;3;1;Comas;NULO
F4V765;492;3;1;Comas;Tradicional
F3C704;500;3;0;Comas;Tradicional
F3C704;549;3;0;Comas;Tradicional
F3C704;621;3;1;Comas;Tradicional
D9D933;587;3;1;Comas;Tradicional
ASI779;605;3;1;Comas;Tradicional
F4T834;418;3;1;Comas;Tradicional
F1A919;608;3;1;Comas;Tradicional
ASI712;641;3;1;Comas;Tradicional
F4T831;576;3;1;Comas;Tradicional
F3C900;567;3;1;Comas;Tradicional
ASI750;652;3;1;Comas;Tradicional
F3C912;681;3;1;Comas;Tradicional
B9S741;436;3;0;Comas;Tradicional
B9S741;706;3;1;Comas;Tradicional
B7Y838;566;3;1;Comas;Tradicional
D0Y713;647;3;1;Comas;Tradicional
ASI776;570;3;1;Comas;Tradicional
ASI837;502;3;1;Comas;Tradicional
F2X797;602;3;1;Comas;Tradicional
F4S910;567;3;1;Comas;Tradicional
F1B791;608;3;1;Comas;Tradicional
F4S824;674;3;1;Comas;Tradicional
F1B800;502;3;1;Comas;Tradicional
F4S925;547;3;1;Comas;Tradicional
F1G758;357;3;1;Comas;Tradicional
F1G758;438;3;0;Comas;Tradicional
F1G758;355;3;0;Comas;Tradicional
B9F887;583;3;1;Comas;Tradicional
F4T749;664;3;1;Comas;Tradicional
D6E758;660;3;1;Comas;Tradicional
D4K756;658;3;1;Comas;Tradicional
F1G756;607;3;1;Comas;Tradicional
F1G701;650;3;1;Comas;Tradicional
D4Q705;724;3;1;Comas;Tradicional
F4S843;558;3;1;Comas;Tradicional
ASB766;631;3;1;Comas;Tradicional
D0V717;657;3;1;Comas;Tradicional
F4U933;730;3;1;Comas;Tradicional
ASB839;812;3;1;Comas;Tradicional
F3R889;551;3;1;Comas;Tradicional
D0Z946;603;3;1;Comas;Tradicional
F5I947;717;3;1;Comas;Tradicional
F1B793;657;3;1;Comas;Tradicional
F1D843;409;3;0;Comas;Tradicional
F1D843;489;3;1;Comas;Tradicional
C8Y839;611;3;1;Comas;Tradicional
A4Y877;540;3;1;Comas;Tradicional
A4Y858;577;3;1;Comas;Tradicional
D0Z940;600;3;1;Comas;Tradicional
F1B776;605;3;1;Comas;Tradicional
B9M899;517;3;1;Comas;Tradicional
B8Q838;442;3;1;Comas;Tradicional
A4X925;605;3;1;Comas;Tradicional
D0V881;555;3;1;Comas;Tradicional
F1F920;648;3;1;Comas;Tradicional
F3C899;554;3;1;Comas;Tradicional
F1A918;615;3;1;Comas;Tradicional
A4Y875;548;3;1;Comas;Tradicional
F1F921;578;3;1;Comas;Tradicional
A4X929;599;3;1;Comas;Tradicional
F4V765;547;3;1;Comas;Tradicional
F3C704;362;3;0;Comas;Tradicional
F3C704;375;3;0;Comas;Tradicional
F3C704;579;3;1;Comas;Tradicional
D9D933;576;3;1;Comas;Tradicional
ASI779;677;3;1;Comas;Tradicional
F4T834;611;3;1;Comas;Tradicional
F1A919;590;3;1;Comas;Tradicional
ASI712;661;3;1;Comas;Tradicional
F4T831;588;3;1;Comas;Tradicional
F3C900;560;3;1;Comas;Tradicional
ASI750;590;3;1;Comas;Tradicional
F3C912;582;3;1;Comas;Tradicional
B9S741;516;3;0;Comas;Tradicional
B9S741;690;3;1;Comas;Tradicional
B9S741;627;3;0;Comas;Tradicional
B7Y838;508;3;1;Comas;Tradicional
D0Y713;583;3;1;Comas;Tradicional
ASI776;553;3;1;Comas;Tradicional
ASI837;619;3;1;Comas;Tradicional
F2X797;517;3;1;Comas;Tradicional
F4S910;589;3;1;Comas;Tradicional
F1B791;681;3;1;Comas;Tradicional
F4S824;599;3;1;Comas;Tradicional
F1B800;623;3;1;Comas;Tradicional
F4S925;554;3;1;Comas;Tradicional
F1G758;618;3;0;Comas;Tradicional
F1G758;472;3;0;Comas;Tradicional
F1G758;900;3;1;Comas;Tradicional
B9F887;597;3;1;Comas;Tradicional
F4T749;608;3;1;Comas;Tradicional
D6E758;680;3;1;Comas;Tradicional
F1G756;675;3;1;Comas;Tradicional
F1G701;641;3;1;Comas;Tradicional
D4Q705;634;3;1;Comas;Tradicional
F4S843;634;3;1;Comas;Tradicional
ASB766;594;3;1;Comas;Tradicional
D0V717;588;3;1;Comas;Tradicional
F4U933;674;3;1;Comas;Tradicional
ASB839;597;3;1;Comas;Tradicional
F1B868;619;3;1;Comas;Tradicional
D0Z946;704;3;1;Comas;Tradicional
F5I947;618;3;1;Comas;Tradicional
F1B793;640;3;1;Comas;Tradicional
F1D843;630;3;0;Comas;Tradicional
F1D843;489;3;0;Comas;Tradicional
F1D843;908;3;1;Comas;Tradicional
D0Z754;540;3;1;Comas;Tradicional
F1F947;737;3;1;Comas;Tradicional
B4O725;693;3;1;Comas;Tradicional
F1D845;645;3;1;Comas;Tradicional
F1D845;370;3;0;Comas;Tradicional
F1D845;436;3;0;Comas;Tradicional
C8Y839;520;3;1;Comas;Tradicional
A4Y879;678;3;1;Comas;Tradicional
A4Y877;596;3;1;Comas;Tradicional
F1B795;650;3;1;Comas;Tradicional
A4Y858;569;3;1;Comas;Tradicional
D0Z940;577;3;1;Comas;Tradicional
F1B776;571;3;1;Comas;Tradicional
B9M899;567;3;1;Comas;Tradicional
B8Q838;613;3;1;Comas;Tradicional
A4X925;576;3;1;Comas;Tradicional
D0V881;574;3;1;Comas;Tradicional
F1F920;554;3;1;Comas;Tradicional
F3C899;572;3;1;Comas;Tradicional
F1A918;465;3;1;Comas;Tradicional
A4Y875;600;3;1;Comas;Tradicional
F1F921;567;3;1;Comas;Tradicional
A4X929;548;3;1;Comas;Tradicional
F1F929;645;3;1;Comas;Tradicional
B9F890;728;3;1;Comas;Tradicional
A4X938;1;3;1;Comas;NULO
A4X938;1;3;0;Comas;NULO
ASI712;591;3;1;Comas;Tradicional
F3C704;771;3;1;Comas;Tradicional
F3C704;449;3;0;Comas;Tradicional
F3C704;504;3;0;Comas;Tradicional
ASI779;627;3;1;Comas;Tradicional
AVB710;669;3;1;Comas;Tradicional
F4T834;588;3;1;Comas;Tradicional
F1A919;608;3;1;Comas;Tradicional
AVB746;573;3;1;Comas;Tradicional
F4T831;571;3;1;Comas;Tradicional
ASI750;618;3;1;Comas;Tradicional
AUZ906;727;3;1;Comas;Tradicional
F3C912;607;3;1;Comas;Tradicional
B9S741;624;3;1;Comas;Tradicional
B9S741;580;3;0;Comas;Tradicional
B7Y838;583;3;1;Comas;Tradicional
D0Y713;681;3;1;Comas;Tradicional
ASI776;554;3;1;Comas;Tradicional
ASI837;561;3;1;Comas;Tradicional
F2X797;765;3;1;Comas;Tradicional
F4S910;654;3;1;Comas;Tradicional
F1B791;632;3;1;Comas;Tradicional
F4S824;587;3;1;Comas;Tradicional
F4S925;679;3;1;Comas;Tradicional
F1G758;451;3;0;Comas;Tradicional
F1G758;527;3;1;Comas;Tradicional
B9F887;674;3;1;Comas;Tradicional
F4T749;792;3;1;Comas;Tradicional
F4V765;756;3;1;Comas;Tradicional
F1G756;650;3;1;Comas;Tradicional
D6E758;691;3;1;Comas;Tradicional
D4Q705;718;3;1;Comas;Tradicional
F4S843;661;3;1;Comas;Tradicional
ASE867;626;3;1;Comas;Tradicional
ASB766;654;3;1;Comas;Tradicional
D0V717;631;3;1;Comas;Tradicional
F4U933;537;3;1;Comas;Tradicional
ASB839;662;3;1;Comas;Tradicional
F3R889;624;3;1;Comas;Tradicional
D0Z946;621;3;1;Comas;Tradicional
F5I947;847;3;1;Comas;Tradicional
F1B793;575;3;1;Comas;Tradicional
F1D843;480;3;0;Comas;Tradicional
F1D843;770;3;1;Comas;Tradicional
F1D843;501;3;0;Comas;Tradicional
D0Z754;740;3;1;Comas;Tradicional
D4K756;646;3;1;Comas;Tradicional
C8Y839;586;3;1;Comas;Tradicional
F1D832;674;3;1;Comas;Tradicional
A4Y877;651;3;1;Comas;Tradicional
F1B795;632;3;1;Comas;Tradicional
F1D845;629;3;1;Comas;Tradicional
D0Z940;637;3;1;Comas;Tradicional
F1B776;684;3;1;Comas;Tradicional
B9M899;543;3;1;Comas;Tradicional
B4O725;550;3;1;Comas;Tradicional
F1F947;623;3;1;Comas;Tradicional
F1G701;607;3;1;Comas;Tradicional
F1F920;587;3;1;Comas;Tradicional
F3C899;623;3;1;Comas;Tradicional
F6W887;572;3;1;Comas;Tradicional
A4Y875;570;3;1;Comas;Tradicional
D0V881;679;3;1;Comas;Tradicional
F1F929;614;3;1;Comas;Tradicional
ASI712;534;3;1;Comas;Tradicional
F3C704;893;3;0;Comas;Tradicional
F3C704;1079;3;1;Comas;Tradicional
F3C704;720;3;0;Comas;Tradicional
ASI779;593;3;1;Comas;Tradicional
AVB710;672;3;1;Comas;Tradicional
F4T834;566;3;1;Comas;Tradicional
F1A919;625;3;1;Comas;Tradicional
AVB746;601;3;1;Comas;Tradicional
F4T831;677;3;1;Comas;Tradicional
ASI750;532;3;1;Comas;Tradicional
AUZ906;564;3;1;Comas;Tradicional
F3C912;542;3;1;Comas;Tradicional
B9S741;370;3;0;Comas;Tradicional
B9S741;748;3;1;Comas;Tradicional
B9S741;380;3;0;Comas;Tradicional
B7Y838;482;3;1;Comas;Tradicional
ASI776;590;3;1;Comas;Tradicional
ASI837;617;3;1;Comas;Tradicional
F2X797;597;3;1;Comas;Tradicional
F4S910;530;3;1;Comas;Tradicional
F1B791;744;3;1;Comas;Tradicional
F4S824;545;3;1;Comas;Tradicional
F1B800;547;3;1;Comas;Tradicional
F4S925;540;3;1;Comas;Tradicional
F1G758;660;3;0;Comas;Tradicional
F1G758;595;3;1;Comas;Tradicional
F1G758;560;3;0;Comas;Tradicional
B9F887;614;3;1;Comas;Tradicional
F4T749;567;3;1;Comas;Tradicional
F4V765;678;3;1;Comas;Tradicional
F1G756;666;3;1;Comas;Tradicional
D6E758;618;3;1;Comas;Tradicional
D4Q705;703;3;1;Comas;Tradicional
F4S843;521;3;1;Comas;Tradicional
ASE867;658;3;1;Comas;Tradicional
ASB766;585;3;1;Comas;Tradicional
D0V717;458;3;1;Comas;Tradicional
F4U933;573;3;1;Comas;Tradicional
F3R889;639;3;1;Comas;Tradicional
